invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I667844,C642007,Male,47,Souvenir,2,23.46,Cash,29/09/2021,Metropol AVM
I123869,C204625,Male,49,Clothing,1,300.08,Cash,5/6/2022,Zorlu Center
I196718,C301185,Male,18,Clothing,3,900.24,Cash,13/04/2022,Forum Istanbul
I250248,C339261,Male,43,Clothing,2,600.16,Credit Card,26/03/2021,Kanyon
I894797,C127565,Male,38,Shoes,4,2400.68,Debit Card,2/8/2021,Metropol AVM
I727861,C392269,Male,41,Books,5,75.75,Cash,11/9/2022,Metrocity
I925212,C108792,Male,51,Shoes,1,600.17,Cash,1/9/2021,Mall of Istanbul
I723997,C109182,Male,57,Toys,5,179.2,Credit Card,18/02/2023,Metrocity
I291228,C324213,Male,21,Clothing,2,600.16,Credit Card,10/2/2022,Istinye Park
I181676,C798027,Male,18,Clothing,1,300.08,Debit Card,2/8/2021,Emaar Square Mall
I703032,C163378,Male,30,Clothing,3,900.24,Credit Card,19/03/2021,Metrocity
I714421,C702161,Male,68,Cosmetics,1,40.66,Credit Card,25/11/2021,Viaport Outlet
I239964,C776622,Male,34,Books,2,30.3,Cash,9/1/2023,Mall of Istanbul
I220928,C161720,Male,43,Books,2,30.3,Cash,8/10/2021,Zorlu Center
I240725,C258310,Male,48,Food & Beverage,5,26.15,Cash,1/11/2022,Kanyon
I274630,C298873,Male,61,Food & Beverage,5,26.15,Cash,12/5/2021,Istinye Park
I141886,C123000,Male,47,Cosmetics,4,162.64,Credit Card,20/07/2022,Mall of Istanbul
I314146,C221770,Male,38,Technology,3,3150.0,Cash,18/03/2021,Metropol AVM
I285923,C280580,Male,64,Clothing,3,900.24,Cash,18/08/2021,Metrocity
I520164,C356072,Male,33,Food & Beverage,4,20.92,Credit Card,23/07/2022,Viaport Outlet
I183047,C319767,Male,55,Clothing,4,1200.32,Cash,19/02/2022,Viaport Outlet
I136250,C270684,Male,45,Clothing,3,900.24,Credit Card,5/3/2022,Metropol AVM
I189326,C318786,Male,39,Clothing,4,1200.32,Cash,29/09/2022,Istinye Park
I210160,C280581,Male,46,Clothing,1,300.08,Cash,7/6/2022,Metrocity
I170248,C193478,Male,29,Clothing,1,300.08,Cash,9/2/2022,Kanyon
I682231,C105811,Male,60,Cosmetics,2,81.32,Cash,22/11/2021,Mall of Istanbul
I138972,C118194,Male,42,Toys,3,107.52,Credit Card,1/1/2022,Mall of Istanbul
I990383,C684339,Male,23,Shoes,4,2400.68,Debit Card,18/06/2022,Emaar Square Mall
I283281,C279552,Male,36,Souvenir,4,46.92,Debit Card,30/07/2021,Mall of Istanbul
I467213,C507318,Male,51,Clothing,1,300.08,Debit Card,15/01/2022,Viaport Outlet
I242592,C102548,Male,64,Toys,1,35.84,Credit Card,28/04/2022,Mall of Istanbul
I151164,C131612,Male,56,Toys,4,143.36,Cash,12/1/2021,Zorlu Center
I211161,C155496,Male,68,Food & Beverage,4,20.92,Cash,10/5/2022,Metrocity
I175552,C249975,Male,31,Souvenir,3,35.19,Debit Card,23/07/2021,Kanyon
I213639,C829407,Male,52,Clothing,5,1500.4,Credit Card,24/05/2022,Emaar Square Mall
I182062,C270461,Male,39,Books,4,60.6,Cash,10/9/2022,Kanyon
I126831,C261818,Male,57,Clothing,4,1200.32,Credit Card,22/08/2021,Mall of Istanbul
I168804,C283698,Male,47,Clothing,5,1500.4,Debit Card,1/1/2022,Forum Istanbul
I623800,C602761,Male,48,Food & Beverage,4,20.92,Cash,15/12/2022,Metrocity
I264787,C131862,Male,26,Technology,3,3150.0,Credit Card,7/7/2021,Kanyon
I707604,C193775,Male,43,Clothing,1,300.08,Debit Card,14/07/2021,Metropol AVM
I473735,C246741,Male,24,Books,3,45.45,Cash,5/1/2023,Kanyon
I536784,C252722,Male,36,Food & Beverage,3,15.69,Cash,23/04/2022,Mall of Istanbul
I622199,C222635,Male,22,Clothing,3,900.24,Debit Card,9/7/2022,Metrocity
I174302,C257944,Male,30,Technology,5,5250.0,Cash,8/6/2022,Mall of Istanbul
I301423,C314871,Male,44,Cosmetics,4,162.64,Cash,1/11/2021,Mall of Istanbul
I260634,C112282,Male,59,Clothing,4,1200.32,Credit Card,18/01/2021,Cevahir AVM
I153398,C792277,Male,39,Food & Beverage,3,15.69,Cash,19/05/2021,Kanyon
I471491,C178300,Male,31,Souvenir,1,11.73,Cash,22/05/2021,Mall of Istanbul
I401081,C296512,Male,30,Clothing,5,1500.4,Cash,14/09/2022,Istinye Park
I288170,C277885,Male,39,Technology,4,4200.0,Credit Card,23/02/2022,Kanyon
I339559,C285714,Male,27,Shoes,5,3000.85,Debit Card,25/01/2022,Metropol AVM
I285791,C421113,Male,67,Clothing,4,1200.32,Credit Card,23/01/2022,Kanyon
I680425,C515191,Male,20,Clothing,3,900.24,Credit Card,25/03/2021,Kanyon
I649892,C210079,Male,53,Clothing,3,900.24,Debit Card,5/4/2021,Istinye Park
I126725,C115418,Male,38,Shoes,1,600.17,Credit Card,21/03/2021,Kanyon
I394606,C298592,Male,34,Clothing,5,1500.4,Credit Card,24/08/2022,Kanyon
I186600,C294810,Male,68,Clothing,5,1500.4,Cash,17/10/2022,Viaport Outlet
I484880,C161160,Male,54,Technology,4,4200.0,Cash,19/09/2021,Mall of Istanbul
I286029,C218354,Male,21,Clothing,2,600.16,Cash,23/12/2022,Metrocity
I126174,C193688,Male,61,Clothing,5,1500.4,Credit Card,8/4/2022,Kanyon
I327605,C438256,Male,55,Cosmetics,3,121.98,Debit Card,23/09/2021,Mall of Istanbul
I148599,C602851,Male,24,Shoes,5,3000.85,Credit Card,5/12/2021,Zorlu Center
I717644,C297540,Male,43,Food & Beverage,5,26.15,Cash,13/02/2023,Viaport Outlet
I149889,C196848,Male,28,Clothing,2,600.16,Credit Card,23/12/2021,Metrocity
I223365,C178441,Male,54,Clothing,2,600.16,Credit Card,24/07/2022,Mall of Istanbul
I816397,C824579,Male,23,Clothing,4,1200.32,Credit Card,14/05/2021,Metrocity
I489939,C177991,Male,25,Cosmetics,2,81.32,Debit Card,30/07/2021,Mall of Istanbul
I293644,C213086,Male,63,Technology,5,5250.0,Debit Card,23/12/2021,Metropol AVM
I132979,C695843,Male,21,Books,2,30.3,Cash,21/09/2022,Metropol AVM
I325934,C145584,Male,53,Cosmetics,5,203.3,Cash,13/10/2021,Metrocity
I447995,C617150,Male,40,Food & Beverage,3,15.69,Cash,20/04/2021,Mall of Istanbul
I224278,C182275,Male,69,Shoes,5,3000.85,Credit Card,8/2/2022,Kanyon
I132158,C166352,Male,32,Clothing,4,1200.32,Credit Card,17/10/2022,Istinye Park
I794646,C257755,Male,68,Toys,2,71.68,Credit Card,22/02/2021,Mall of Istanbul
I186587,C146000,Male,56,Clothing,3,900.24,Credit Card,22/02/2022,Mall of Istanbul
I211266,C265875,Male,51,Clothing,3,900.24,Cash,30/12/2022,Metropol AVM
I335260,C725837,Male,59,Souvenir,3,35.19,Debit Card,6/10/2022,Cevahir AVM
I175487,C604536,Male,68,Food & Beverage,3,15.69,Debit Card,13/06/2022,Metrocity
I737293,C659206,Male,63,Technology,2,2100.0,Credit Card,6/2/2023,Kanyon
I233045,C171046,Male,40,Souvenir,3,35.19,Debit Card,10/10/2022,Cevahir AVM
I312438,C329590,Male,27,Food & Beverage,2,10.46,Credit Card,21/02/2021,Metrocity
I235882,C714131,Male,24,Clothing,2,600.16,Cash,7/8/2021,Istinye Park
I658161,C721196,Male,58,Shoes,2,1200.34,Credit Card,17/01/2022,Metrocity
I223346,C501086,Male,48,Clothing,4,1200.32,Cash,15/09/2022,Cevahir AVM
I428094,C279252,Male,60,Souvenir,1,11.73,Credit Card,13/08/2021,Zorlu Center
I337851,C105588,Male,51,Toys,4,143.36,Credit Card,28/02/2022,Metrocity
I662561,C199090,Male,19,Toys,3,107.52,Credit Card,6/11/2022,Mall of Istanbul
I226718,C464803,Male,35,Cosmetics,2,81.32,Debit Card,19/02/2021,Emaar Square Mall
I744952,C197104,Male,51,Books,5,75.75,Debit Card,3/8/2022,Kanyon
I199182,C290440,Male,23,Food & Beverage,5,26.15,Cash,12/7/2022,Istinye Park
I256704,C335867,Male,41,Clothing,4,1200.32,Cash,31/10/2021,Cevahir AVM
I103639,C460985,Male,19,Shoes,3,1800.51,Credit Card,27/06/2022,Metrocity
I303080,C421689,Male,34,Cosmetics,5,203.3,Cash,24/06/2022,Viaport Outlet
I740993,C803867,Male,46,Clothing,3,900.24,Cash,17/08/2021,Mall of Istanbul
I221893,C328633,Male,53,Cosmetics,1,40.66,Cash,1/1/2023,Kanyon
I571875,C111788,Male,49,Toys,1,35.84,Debit Card,3/9/2021,Metrocity
I131316,C229840,Male,51,Clothing,4,1200.32,Credit Card,1/4/2022,Mall of Istanbul
I225152,C190897,Male,26,Technology,2,2100.0,Cash,4/3/2021,Cevahir AVM
I105135,C252372,Male,62,Clothing,5,1500.4,Cash,11/1/2021,Cevahir AVM
I275998,C207228,Male,67,Cosmetics,5,203.3,Credit Card,12/9/2021,Viaport Outlet
I104123,C325535,Male,44,Technology,3,3150.0,Credit Card,30/05/2021,Metrocity
I900934,C206680,Male,67,Clothing,1,300.08,Debit Card,11/10/2022,Metropol AVM
I327850,C331067,Male,55,Shoes,5,3000.85,Credit Card,4/7/2021,Emaar Square Mall
I313309,C381654,Male,52,Clothing,4,1200.32,Cash,24/01/2023,Zorlu Center
I127497,C195116,Male,35,Cosmetics,1,40.66,Debit Card,26/06/2021,Cevahir AVM
I813490,C230328,Male,54,Shoes,1,600.17,Debit Card,28/04/2021,Mall of Istanbul
I147389,C144500,Male,55,Clothing,3,900.24,Cash,20/09/2021,Metrocity
I295617,C179605,Male,23,Clothing,3,900.24,Cash,26/07/2022,Istinye Park
I590222,C267369,Male,24,Food & Beverage,2,10.46,Debit Card,30/03/2021,Mall of Istanbul
I217801,C157885,Male,64,Clothing,5,1500.4,Cash,25/09/2021,Metrocity
I972597,C587984,Male,69,Cosmetics,2,81.32,Credit Card,13/05/2021,Metrocity
I248713,C267673,Male,36,Toys,3,107.52,Credit Card,12/3/2022,Mall of Istanbul
I933875,C227337,Male,61,Food & Beverage,4,20.92,Cash,17/07/2021,Mall of Istanbul
I645148,C316883,Male,68,Shoes,1,600.17,Cash,1/11/2022,Metropol AVM
I694017,C215321,Male,41,Shoes,5,3000.85,Cash,7/9/2021,Metrocity
I118888,C271462,Male,29,Cosmetics,5,203.3,Credit Card,21/04/2022,Istinye Park
I108856,C229201,Male,21,Clothing,2,600.16,Cash,4/2/2023,Emaar Square Mall
I734690,C138416,Male,44,Food & Beverage,3,15.69,Cash,14/01/2022,Viaport Outlet
I315967,C326074,Male,33,Clothing,5,1500.4,Cash,21/05/2022,Mall of Istanbul
I322397,C290780,Male,64,Technology,5,5250.0,Credit Card,5/12/2022,Mall of Istanbul
I249511,C229722,Male,42,Clothing,3,900.24,Debit Card,14/07/2021,Emaar Square Mall
I317897,C107320,Male,52,Shoes,3,1800.51,Cash,3/1/2021,Metrocity
I158377,C333925,Male,20,Clothing,1,300.08,Cash,13/02/2023,Mall of Istanbul
I215438,C176948,Male,57,Toys,5,179.2,Debit Card,20/12/2021,Metrocity
I109022,C922334,Male,38,Cosmetics,4,162.64,Cash,5/2/2023,Metrocity
I308839,C163695,Male,21,Food & Beverage,5,26.15,Debit Card,5/11/2022,Kanyon
I131802,C196364,Male,41,Clothing,2,600.16,Debit Card,24/11/2021,Emaar Square Mall
I298918,C282506,Male,54,Toys,3,107.52,Cash,17/06/2022,Metrocity
I552247,C159743,Male,23,Books,3,45.45,Cash,10/12/2021,Mall of Istanbul
I250585,C291638,Male,33,Souvenir,1,11.73,Cash,22/02/2023,Kanyon
I216902,C291015,Male,61,Clothing,2,600.16,Cash,9/3/2022,Metrocity
I149241,C266694,Male,49,Clothing,5,1500.4,Cash,7/6/2022,Metropol AVM
I290959,C269377,Male,40,Clothing,2,600.16,Credit Card,18/04/2021,Kanyon
I176270,C986495,Male,66,Clothing,4,1200.32,Cash,3/6/2021,Metrocity
I152630,C266975,Male,56,Clothing,3,900.24,Credit Card,25/12/2022,Istinye Park
I176069,C304967,Male,58,Food & Beverage,2,10.46,Debit Card,29/06/2022,Forum Istanbul
I257940,C334662,Male,49,Clothing,2,600.16,Debit Card,20/09/2021,Kanyon
I122920,C214465,Male,60,Shoes,1,600.17,Credit Card,29/10/2022,Cevahir AVM
I324949,C330867,Male,65,Clothing,5,1500.4,Cash,1/10/2022,Metrocity
I286312,C178720,Male,46,Clothing,2,600.16,Cash,5/7/2022,Metrocity
I333051,C213949,Male,35,Food & Beverage,4,20.92,Debit Card,30/11/2022,Metrocity
I219506,C305888,Male,41,Shoes,5,3000.85,Debit Card,19/10/2021,Mall of Istanbul
I259128,C168923,Male,20,Food & Beverage,5,26.15,Cash,7/5/2021,Zorlu Center
I614431,C150453,Male,48,Clothing,2,600.16,Cash,19/05/2021,Zorlu Center
I291042,C213166,Male,64,Shoes,3,1800.51,Cash,23/02/2022,Zorlu Center
I295707,C301368,Male,31,Clothing,4,1200.32,Cash,23/02/2023,Emaar Square Mall
I100775,C981100,Male,23,Cosmetics,5,203.3,Cash,2/4/2021,Metropol AVM
I242676,C165661,Male,37,Clothing,3,900.24,Cash,21/01/2023,Metrocity
I152865,C128425,Male,67,Shoes,1,600.17,Debit Card,9/5/2021,Mall of Istanbul
I262925,C249652,Male,66,Cosmetics,5,203.3,Cash,4/2/2021,Metropol AVM
I863520,C308923,Male,29,Cosmetics,2,81.32,Cash,4/9/2021,Metrocity
I700117,C316566,Male,29,Clothing,5,1500.4,Cash,12/10/2022,Istinye Park
I252242,C259758,Male,27,Cosmetics,5,203.3,Cash,12/11/2022,Mall of Istanbul
I230380,C945666,Male,19,Cosmetics,5,203.3,Credit Card,18/02/2021,Mall of Istanbul
I254983,C337972,Male,47,Cosmetics,5,203.3,Cash,16/03/2021,Mall of Istanbul
I203317,C369426,Male,41,Shoes,4,2400.68,Cash,5/7/2021,Mall of Istanbul
I264480,C186304,Male,55,Toys,3,107.52,Credit Card,25/04/2022,Kanyon
I707834,C677334,Male,35,Cosmetics,2,81.32,Debit Card,20/12/2022,Mall of Istanbul
I253471,C100115,Male,62,Cosmetics,1,40.66,Cash,8/6/2022,Metrocity
I269284,C324513,Male,59,Food & Beverage,4,20.92,Cash,20/06/2021,Metrocity
I589531,C103434,Male,36,Clothing,3,900.24,Credit Card,29/03/2021,Mall of Istanbul
I207373,C195208,Male,37,Food & Beverage,5,26.15,Debit Card,6/11/2022,Forum Istanbul
I282809,C274646,Male,64,Cosmetics,5,203.3,Cash,12/1/2023,Mall of Istanbul
I323038,C205493,Male,19,Cosmetics,2,81.32,Cash,13/04/2022,Metrocity
I587269,C194490,Male,36,Clothing,2,600.16,Debit Card,6/6/2022,Mall of Istanbul
I192199,C186120,Male,37,Clothing,1,300.08,Cash,23/11/2022,Zorlu Center
I745229,C112155,Male,26,Cosmetics,4,162.64,Credit Card,17/06/2022,Mall of Istanbul
I231461,C300102,Male,50,Food & Beverage,4,20.92,Cash,11/2/2022,Metrocity
I863384,C432600,Male,64,Cosmetics,2,81.32,Credit Card,3/1/2022,Kanyon
I195948,C804823,Male,24,Clothing,3,900.24,Cash,10/6/2021,Metropol AVM
I132831,C242907,Male,26,Clothing,2,600.16,Cash,1/12/2022,Mall of Istanbul
I966638,C189494,Male,27,Cosmetics,4,162.64,Credit Card,2/3/2022,Istinye Park
I160279,C331760,Male,60,Food & Beverage,4,20.92,Cash,13/11/2022,Viaport Outlet
I127364,C198807,Male,34,Food & Beverage,3,15.69,Cash,3/6/2022,Istinye Park
I288311,C280800,Male,33,Toys,4,143.36,Credit Card,16/05/2021,Mall of Istanbul
I127965,C226849,Male,58,Toys,4,143.36,Cash,25/12/2022,Viaport Outlet
I393718,C268130,Male,48,Shoes,5,3000.85,Credit Card,19/04/2022,Metrocity
I146401,C163957,Male,38,Cosmetics,3,121.98,Cash,26/05/2022,Metrocity
I143108,C144448,Male,37,Food & Beverage,4,20.92,Cash,26/04/2022,Mall of Istanbul
I203504,C340170,Male,38,Technology,5,5250.0,Cash,14/04/2022,Kanyon
I112449,C907276,Male,41,Cosmetics,1,40.66,Credit Card,17/12/2022,Zorlu Center
I317492,C260997,Male,57,Clothing,2,600.16,Debit Card,17/09/2021,Kanyon
I259551,C157124,Male,50,Souvenir,1,11.73,Cash,13/11/2021,Kanyon
I100664,C603641,Male,62,Clothing,2,600.16,Debit Card,19/10/2021,Mall of Istanbul
I169611,C596485,Male,37,Clothing,5,1500.4,Credit Card,10/3/2021,Mall of Istanbul
I389293,C409462,Male,38,Toys,3,107.52,Cash,15/08/2022,Kanyon
I123776,C316149,Male,36,Shoes,1,600.17,Cash,25/07/2022,Zorlu Center
I190935,C140463,Male,27,Shoes,2,1200.34,Credit Card,5/7/2021,Kanyon
I250691,C231714,Male,28,Clothing,3,900.24,Cash,21/08/2021,Mall of Istanbul
I495694,C269146,Male,19,Clothing,1,300.08,Cash,22/04/2022,Istinye Park
I239306,C965961,Male,68,Clothing,1,300.08,Credit Card,5/4/2021,Kanyon
I119306,C585921,Male,24,Cosmetics,5,203.3,Debit Card,1/7/2022,Istinye Park
I323422,C494393,Male,64,Clothing,4,1200.32,Debit Card,6/7/2022,Kanyon
I773276,C176958,Male,43,Food & Beverage,5,26.15,Cash,13/06/2022,Forum Istanbul
I610010,C135081,Male,36,Clothing,2,600.16,Debit Card,8/10/2022,Metropol AVM
I106603,C238879,Male,46,Shoes,1,600.17,Cash,20/04/2021,Kanyon
I142544,C927588,Male,38,Food & Beverage,4,20.92,Debit Card,10/7/2021,Kanyon
I162082,C142142,Male,42,Souvenir,3,35.19,Cash,3/6/2021,Metropol AVM
I107446,C231033,Male,57,Food & Beverage,4,20.92,Cash,27/11/2021,Metropol AVM
I854651,C100869,Male,65,Toys,3,107.52,Cash,28/04/2021,Metrocity
I136825,C287485,Male,68,Food & Beverage,5,26.15,Cash,19/06/2021,Cevahir AVM
I550749,C293039,Male,53,Cosmetics,5,203.3,Cash,11/7/2022,Zorlu Center
I664131,C846286,Male,65,Clothing,5,1500.4,Cash,24/10/2022,Emaar Square Mall
I339158,C117379,Male,45,Clothing,3,900.24,Credit Card,2/2/2023,Mall of Istanbul
I132181,C152577,Male,64,Clothing,4,1200.32,Cash,1/6/2021,Mall of Istanbul
I241287,C186806,Male,35,Cosmetics,1,40.66,Cash,29/09/2021,Mall of Istanbul
I631132,C533014,Male,45,Technology,2,2100.0,Cash,26/01/2021,Istinye Park
I158241,C136632,Male,45,Shoes,5,3000.85,Credit Card,5/2/2021,Metropol AVM
I229627,C476865,Male,63,Toys,3,107.52,Credit Card,14/08/2021,Metrocity
I139434,C118721,Male,44,Clothing,1,300.08,Cash,25/01/2023,Kanyon
I583738,C333430,Male,54,Shoes,5,3000.85,Credit Card,22/03/2022,Kanyon
I223765,C769831,Male,27,Shoes,2,1200.34,Credit Card,25/09/2022,Mall of Istanbul
I194224,C650128,Male,20,Cosmetics,2,81.32,Cash,8/2/2023,Metropol AVM
I714033,C399819,Male,33,Souvenir,4,46.92,Credit Card,13/01/2021,Forum Istanbul
I322687,C311176,Male,18,Clothing,2,600.16,Cash,11/11/2022,Cevahir AVM
I565961,C329090,Male,66,Clothing,1,300.08,Credit Card,5/2/2022,Mall of Istanbul
I155697,C142273,Male,51,Clothing,2,600.16,Credit Card,4/11/2022,Metropol AVM
I339279,C107191,Male,35,Shoes,5,3000.85,Credit Card,28/07/2022,Zorlu Center
I119901,C378460,Male,42,Toys,2,71.68,Cash,6/2/2023,Kanyon
I434409,C260519,Male,23,Shoes,2,1200.34,Debit Card,2/4/2022,Istinye Park
I254239,C236410,Male,58,Clothing,1,300.08,Credit Card,25/06/2022,Kanyon
I161793,C105982,Male,68,Clothing,3,900.24,Cash,7/11/2022,Mall of Istanbul
I479585,C316432,Male,23,Shoes,3,1800.51,Credit Card,24/05/2021,Mall of Istanbul
I219731,C227388,Male,40,Shoes,1,600.17,Credit Card,24/11/2021,Metrocity
I858318,C112297,Male,34,Food & Beverage,2,10.46,Cash,11/10/2022,Metropol AVM
I337494,C198266,Male,41,Technology,2,2100.0,Credit Card,31/03/2022,Kanyon
I197623,C982868,Male,49,Shoes,1,600.17,Credit Card,2/4/2022,Kanyon
I194213,C163581,Male,55,Food & Beverage,3,15.69,Cash,16/12/2022,Istinye Park
I107884,C768209,Male,67,Shoes,4,2400.68,Credit Card,10/11/2022,Forum Istanbul
I101359,C269676,Male,42,Shoes,3,1800.51,Cash,8/12/2021,Metropol AVM
I932682,C223555,Male,40,Technology,5,5250.0,Credit Card,15/02/2022,Kanyon
I255037,C327139,Male,55,Books,3,45.45,Cash,12/3/2022,Cevahir AVM
I238849,C180289,Male,40,Food & Beverage,2,10.46,Credit Card,19/06/2021,Zorlu Center
I166294,C931347,Male,26,Clothing,2,600.16,Credit Card,15/02/2023,Forum Istanbul
I334868,C302201,Male,51,Clothing,5,1500.4,Cash,21/04/2021,Viaport Outlet
I138222,C276700,Male,20,Clothing,5,1500.4,Debit Card,7/1/2022,Forum Istanbul
I208091,C180216,Male,22,Clothing,2,600.16,Credit Card,13/09/2022,Metrocity
I332056,C127816,Male,37,Food & Beverage,5,26.15,Credit Card,29/07/2022,Kanyon
I159559,C644945,Male,21,Clothing,5,1500.4,Debit Card,21/02/2021,Mall of Istanbul
I147905,C147612,Male,40,Books,2,30.3,Cash,24/06/2022,Metrocity
I180667,C232588,Male,40,Shoes,5,3000.85,Cash,23/06/2022,Mall of Istanbul
I619294,C331509,Male,19,Cosmetics,1,40.66,Cash,5/1/2021,Kanyon
I861944,C149394,Male,53,Technology,2,2100.0,Cash,7/1/2022,Kanyon
I213219,C312293,Male,62,Food & Beverage,3,15.69,Debit Card,13/12/2022,Metrocity
I220282,C607442,Male,18,Toys,5,179.2,Cash,31/01/2023,Mall of Istanbul
I843900,C134057,Male,59,Technology,5,5250.0,Credit Card,28/10/2021,Metrocity
I171369,C243295,Male,41,Clothing,5,1500.4,Cash,1/3/2023,Mall of Istanbul
I213211,C869272,Male,58,Clothing,3,900.24,Cash,16/01/2023,Mall of Istanbul
I654387,C259756,Male,19,Clothing,3,900.24,Credit Card,10/2/2021,Zorlu Center
I298206,C397846,Male,24,Food & Beverage,4,20.92,Cash,21/06/2022,Istinye Park
I199249,C643344,Male,45,Shoes,1,600.17,Debit Card,17/12/2021,Metrocity
I169639,C318851,Male,61,Clothing,5,1500.4,Debit Card,5/11/2022,Istinye Park
I542535,C215216,Male,31,Clothing,1,300.08,Credit Card,22/04/2022,Viaport Outlet
I163223,C282321,Male,48,Clothing,3,900.24,Cash,25/03/2022,Metropol AVM
I333534,C262220,Male,61,Technology,3,3150.0,Cash,22/05/2021,Kanyon
I120894,C584570,Male,18,Food & Beverage,2,10.46,Cash,31/10/2021,Forum Istanbul
I304504,C699688,Male,55,Clothing,2,600.16,Cash,3/6/2021,Mall of Istanbul
I191520,C289505,Male,56,Clothing,1,300.08,Cash,21/03/2021,Mall of Istanbul
I144099,C229847,Male,26,Technology,4,4200.0,Credit Card,16/01/2021,Mall of Istanbul
I185597,C264595,Male,58,Toys,3,107.52,Credit Card,14/05/2021,Metrocity
I343895,C199417,Male,41,Clothing,5,1500.4,Cash,22/12/2022,Forum Istanbul
I868005,C192778,Male,33,Books,1,15.15,Cash,11/9/2021,Mall of Istanbul
I116749,C363231,Male,54,Clothing,2,600.16,Credit Card,4/1/2021,Emaar Square Mall
I274855,C479977,Male,43,Books,5,75.75,Credit Card,22/03/2022,Metrocity
I928230,C126548,Male,33,Clothing,5,1500.4,Debit Card,17/09/2021,Mall of Istanbul
I269570,C473047,Male,19,Books,5,75.75,Cash,8/8/2021,Mall of Istanbul
I187006,C173440,Male,41,Cosmetics,5,203.3,Cash,17/08/2021,Metrocity
I277927,C120276,Male,18,Toys,2,71.68,Debit Card,6/10/2022,Kanyon
I616096,C281141,Male,55,Clothing,1,300.08,Cash,1/3/2022,Istinye Park
I861810,C280066,Male,35,Clothing,1,300.08,Cash,6/3/2021,Mall of Istanbul
I164849,C142545,Male,60,Food & Beverage,1,5.23,Cash,21/01/2023,Cevahir AVM
I119960,C124762,Male,46,Books,5,75.75,Debit Card,24/02/2023,Emaar Square Mall
I260638,C815552,Male,29,Cosmetics,2,81.32,Debit Card,2/3/2023,Viaport Outlet
I209722,C247301,Male,21,Toys,1,35.84,Credit Card,11/5/2022,Mall of Istanbul
I395759,C148133,Male,44,Cosmetics,4,162.64,Cash,7/1/2021,Metropol AVM
I175590,C317051,Male,44,Clothing,5,1500.4,Debit Card,12/6/2022,Kanyon
I634121,C192909,Male,35,Clothing,3,900.24,Debit Card,26/12/2021,Cevahir AVM
I274572,C104568,Male,30,Technology,3,3150.0,Credit Card,19/02/2022,Mall of Istanbul
I175547,C226419,Male,59,Cosmetics,2,81.32,Credit Card,15/02/2021,Zorlu Center
I314161,C202774,Male,54,Shoes,3,1800.51,Cash,2/10/2021,Metropol AVM
I104110,C329166,Male,51,Clothing,3,900.24,Credit Card,9/6/2022,Metrocity
I620440,C170322,Male,38,Clothing,4,1200.32,Credit Card,29/03/2021,Kanyon
I465671,C613558,Male,56,Souvenir,5,58.65,Credit Card,6/11/2021,Mall of Istanbul
I693098,C170097,Male,34,Technology,4,4200.0,Cash,19/10/2021,Istinye Park
I187817,C293868,Male,18,Toys,1,35.84,Credit Card,23/06/2022,Metrocity
I327492,C101080,Male,34,Clothing,5,1500.4,Cash,10/7/2022,Metrocity
I327900,C674452,Male,26,Food & Beverage,3,15.69,Cash,29/04/2021,Metrocity
I541399,C257251,Male,61,Cosmetics,4,162.64,Credit Card,24/09/2022,Kanyon
I199929,C172642,Male,45,Clothing,2,600.16,Debit Card,5/1/2021,Metrocity
I213186,C639535,Male,45,Souvenir,5,58.65,Cash,11/8/2022,Kanyon
I106838,C244085,Male,23,Clothing,3,900.24,Cash,7/2/2022,Metropol AVM
I743827,C105759,Male,64,Clothing,3,900.24,Credit Card,22/01/2022,Istinye Park
I162576,C300296,Male,20,Technology,2,2100.0,Debit Card,16/01/2022,Kanyon
I685102,C303148,Male,59,Clothing,5,1500.4,Cash,12/1/2021,Metrocity
I879039,C637976,Male,25,Food & Beverage,2,10.46,Credit Card,19/08/2021,Viaport Outlet
I225806,C898641,Male,59,Souvenir,1,11.73,Cash,1/7/2022,Metrocity
I287105,C157929,Male,58,Food & Beverage,3,15.69,Cash,27/05/2022,Metropol AVM
I689213,C697262,Male,39,Souvenir,1,11.73,Credit Card,14/03/2022,Emaar Square Mall
I259687,C238312,Male,24,Food & Beverage,2,10.46,Credit Card,15/09/2022,Metropol AVM
